Latitude: 39.20781155, Longitude: 117.22765494, Heading: -156.85000000, Status: 2
Latitude: 39.20781159, Longitude: 117.22765484, Heading: -156.85000000, Status: 2
Latitude: 39.20781162, Longitude: 117.22765477, Heading: -156.85000000, Status: 2
Latitude: 39.20781164, Longitude: 117.22765471, Heading: -156.85000000, Status: 2
Latitude: 39.20781166, Longitude: 117.22765467, Heading: -156.85000000, Status: 2
Latitude: 39.20781171, Longitude: 117.22765454, Heading: -156.85000000, Status: 2
Latitude: 39.20781179, Longitude: 117.22765433, Heading: -156.85000000, Status: 2
Latitude: 39.20781101, Longitude: 117.22765300, Heading: -156.85000000, Status: 2
Latitude: 39.20781063, Longitude: 117.22765237, Heading: -156.85000000, Status: 2
Latitude: 39.20781044, Longitude: 117.22765204, Heading: -156.85000000, Status: 2
Latitude: 39.20781033, Longitude: 117.22765185, Heading: -156.85000000, Status: 2
Latitude: 39.20781026, Longitude: 117.22765172, Heading: -156.86000000, Status: 2
Latitude: 39.20781020, Longitude: 117.22765163, Heading: -156.86000000, Status: 2
Latitude: 39.20781016, Longitude: 117.22765156, Heading: -156.86000000, Status: 2
Latitude: 39.20781013, Longitude: 117.22765151, Heading: -156.86000000, Status: 2
Latitude: 39.20781010, Longitude: 117.22765146, Heading: -156.86000000, Status: 2
Latitude: 39.20780987, Longitude: 117.22765108, Heading: -156.85000000, Status: 2
Latitude: 39.20780912, Longitude: 117.22765011, Heading: -156.85000000, Status: 2
Latitude: 39.20780875, Longitude: 117.22764962, Heading: -156.85000000, Status: 2
Latitude: 39.20780856, Longitude: 117.22764938, Heading: -156.85000000, Status: 2
Latitude: 39.20780845, Longitude: 117.22764924, Heading: -156.85000000, Status: 2
Latitude: 39.20780837, Longitude: 117.22764914, Heading: -156.85000000, Status: 2
Latitude: 39.20780832, Longitude: 117.22764907, Heading: -156.85000000, Status: 2
Latitude: 39.20780828, Longitude: 117.22764902, Heading: -156.85000000, Status: 2
Latitude: 39.20780825, Longitude: 117.22764898, Heading: -156.85000000, Status: 2
Latitude: 39.20780805, Longitude: 117.22764873, Heading: -156.85000000, Status: 2
Latitude: 39.20780799, Longitude: 117.22764866, Heading: -156.85000000, Status: 2
Latitude: 39.20780737, Longitude: 117.22764834, Heading: -156.85000000, Status: 2
Latitude: 39.20780703, Longitude: 117.22764817, Heading: -156.85000000, Status: 2
Latitude: 39.20780685, Longitude: 117.22764808, Heading: -156.85000000, Status: 2
Latitude: 39.20780674, Longitude: 117.22764802, Heading: -156.85000000, Status: 2
Latitude: 39.20780667, Longitude: 117.22764799, Heading: -156.85000000, Status: 2
Latitude: 39.20780662, Longitude: 117.22764796, Heading: -156.85000000, Status: 2
Latitude: 39.20780658, Longitude: 117.22764794, Heading: -156.85000000, Status: 2
Latitude: 39.20780655, Longitude: 117.22764793, Heading: -156.85000000, Status: 2
Latitude: 39.20780643, Longitude: 117.22764786, Heading: -156.85000000, Status: 2
Latitude: 39.20780631, Longitude: 117.22764781, Heading: -156.85000000, Status: 2
Latitude: 39.20780564, Longitude: 117.22764776, Heading: -156.85000000, Status: 2
Latitude: 39.20780532, Longitude: 117.22764773, Heading: -156.85000000, Status: 2
Latitude: 39.20780516, Longitude: 117.22764772, Heading: -156.85000000, Status: 2
Latitude: 39.20780506, Longitude: 117.22764771, Heading: -156.85000000, Status: 2
Latitude: 39.20780499, Longitude: 117.22764771, Heading: -156.85000000, Status: 2
Latitude: 39.20780495, Longitude: 117.22764770, Heading: -156.85000000, Status: 2
Latitude: 39.20780491, Longitude: 117.22764770, Heading: -156.85000000, Status: 2
Latitude: 39.20780489, Longitude: 117.22764770, Heading: -156.85000000, Status: 2
Latitude: 39.20780483, Longitude: 117.22764770, Heading: -156.85000000, Status: 2
Latitude: 39.20780467, Longitude: 117.22764769, Heading: -156.85000000, Status: 2
Latitude: 39.20780410, Longitude: 117.22764769, Heading: -156.85000000, Status: 2
Latitude: 39.20780382, Longitude: 117.22764769, Heading: -156.85000000, Status: 2
Latitude: 39.20780368, Longitude: 117.22764769, Heading: -156.85000000, Status: 2
Latitude: 39.20780359, Longitude: 117.22764769, Heading: -156.85000000, Status: 2
Latitude: 39.20780353, Longitude: 117.22764769, Heading: -156.85000000, Status: 2
Latitude: 39.20780349, Longitude: 117.22764769, Heading: -156.85000000, Status: 2
Latitude: 39.20780346, Longitude: 117.22764769, Heading: -156.85000000, Status: 2
Latitude: 39.20780344, Longitude: 117.22764769, Heading: -156.85000000, Status: 2
Latitude: 39.20780327, Longitude: 117.22764770, Heading: -156.84000000, Status: 2
Latitude: 39.20780325, Longitude: 117.22764770, Heading: -156.84000000, Status: 2
Latitude: 39.20780295, Longitude: 117.22764770, Heading: -156.84000000, Status: 2
Latitude: 39.20780278, Longitude: 117.22764771, Heading: -156.84000000, Status: 2
Latitude: 39.20780270, Longitude: 117.22764771, Heading: -156.84000000, Status: 2
Latitude: 39.20780265, Longitude: 117.22764771, Heading: -156.84000000, Status: 2
Latitude: 39.20780261, Longitude: 117.22764771, Heading: -156.84000000, Status: 2
Latitude: 39.20780259, Longitude: 117.22764771, Heading: -156.84000000, Status: 2
Latitude: 39.20780257, Longitude: 117.22764772, Heading: -156.84000000, Status: 2
Latitude: 39.20780256, Longitude: 117.22764772, Heading: -156.84000000, Status: 2
Latitude: 39.20780248, Longitude: 117.22764772, Heading: -156.84000000, Status: 2
Latitude: 39.20780244, Longitude: 117.22764772, Heading: -156.84000000, Status: 2
Latitude: 39.20780195, Longitude: 117.22764764, Heading: -156.84000000, Status: 2
Latitude: 39.20780173, Longitude: 117.22764760, Heading: -156.84000000, Status: 2
Latitude: 39.20780161, Longitude: 117.22764758, Heading: -156.84000000, Status: 2
Latitude: 39.20780154, Longitude: 117.22764757, Heading: -156.84000000, Status: 2
Latitude: 39.20780150, Longitude: 117.22764756, Heading: -156.84000000, Status: 2
Latitude: 39.20780146, Longitude: 117.22764756, Heading: -156.84000000, Status: 2
Latitude: 39.20780144, Longitude: 117.22764755, Heading: -156.84000000, Status: 2
Latitude: 39.20780142, Longitude: 117.22764755, Heading: -156.84000000, Status: 2
Latitude: 39.20780136, Longitude: 117.22764754, Heading: -156.84000000, Status: 2
Latitude: 39.20780126, Longitude: 117.22764753, Heading: -156.84000000, Status: 2
Latitude: 39.20780075, Longitude: 117.22764763, Heading: -156.84000000, Status: 2
Latitude: 39.20780050, Longitude: 117.22764769, Heading: -156.84000000, Status: 2
Latitude: 39.20780038, Longitude: 117.22764771, Heading: -156.84000000, Status: 2
