Latitude: 39.20780571, Longitude: 117.22765011, Heading: 82.99000000, Status: 2
Latitude: 39.20780559, Longitude: 117.22765010, Heading: 82.99000000, Status: 2
Latitude: 39.20780550, Longitude: 117.22765009, Heading: 82.99000000, Status: 2
Latitude: 39.20780542, Longitude: 117.22765009, Heading: 82.99000000, Status: 2
Latitude: 39.20780506, Longitude: 117.22765007, Heading: 82.99000000, Status: 2
Latitude: 39.20780484, Longitude: 117.22765006, Heading: 82.99000000, Status: 2
Latitude: 39.20780435, Longitude: 117.22765000, Heading: 82.99000000, Status: 2
Latitude: 39.20780407, Longitude: 117.22764997, Heading: 82.99000000, Status: 2
Latitude: 39.20780393, Longitude: 117.22764996, Heading: 82.99000000, Status: 2
Latitude: 39.20780384, Longitude: 117.22764995, Heading: 82.99000000, Status: 2
Latitude: 39.20780378, Longitude: 117.22764994, Heading: 82.99000000, Status: 2
Latitude: 39.20780374, Longitude: 117.22764994, Heading: 82.99000000, Status: 2
Latitude: 39.20780371, Longitude: 117.22764993, Heading: 82.99000000, Status: 2
Latitude: 39.20780369, Longitude: 117.22764993, Heading: 82.99000000, Status: 2
Latitude: 39.20780361, Longitude: 117.22764992, Heading: 82.99000000, Status: 2
Latitude: 39.20780349, Longitude: 117.22764991, Heading: 82.99000000, Status: 2
Latitude: 39.20780376, Longitude: 117.22764982, Heading: 82.99000000, Status: 2
Latitude: 39.20780389, Longitude: 117.22764977, Heading: 82.99000000, Status: 2
Latitude: 39.20780395, Longitude: 117.22764975, Heading: 82.99000000, Status: 2
Latitude: 39.20780399, Longitude: 117.22764973, Heading: 82.99000000, Status: 2
Latitude: 39.20780402, Longitude: 117.22764972, Heading: 82.99000000, Status: 2
Latitude: 39.20780404, Longitude: 117.22764972, Heading: 82.99000000, Status: 2
Latitude: 39.20780405, Longitude: 117.22764971, Heading: 82.99000000, Status: 2
Latitude: 39.20780406, Longitude: 117.22764971, Heading: 82.99000000, Status: 2
Latitude: 39.20780407, Longitude: 117.22764970, Heading: 82.99000000, Status: 2
Latitude: 39.20780415, Longitude: 117.22764968, Heading: 82.99000000, Status: 2
Latitude: 39.20780358, Longitude: 117.22764959, Heading: 82.99000000, Status: 2
Latitude: 39.20780323, Longitude: 117.22764953, Heading: 82.99000000, Status: 2
Latitude: 39.20780305, Longitude: 117.22764951, Heading: 82.99000000, Status: 2
Latitude: 39.20780295, Longitude: 117.22764949, Heading: 82.99000000, Status: 2
Latitude: 39.20780288, Longitude: 117.22764948, Heading: 82.99000000, Status: 2
Latitude: 39.20780283, Longitude: 117.22764947, Heading: 82.99000000, Status: 2
Latitude: 39.20780279, Longitude: 117.22764947, Heading: 82.99000000, Status: 2
Latitude: 39.20780276, Longitude: 117.22764946, Heading: 82.99000000, Status: 2
Latitude: 39.20780257, Longitude: 117.22764943, Heading: 82.99000000, Status: 2
Latitude: 39.20780253, Longitude: 117.22764942, Heading: 82.99000000, Status: 2
Latitude: 39.20780052, Longitude: 117.22765035, Heading: 82.99000000, Status: 2
Latitude: 39.20779942, Longitude: 117.22765086, Heading: 82.99000000, Status: 2
Latitude: 39.20779886, Longitude: 117.22765112, Heading: 82.99000000, Status: 2
Latitude: 39.20779852, Longitude: 117.22765127, Heading: 82.99000000, Status: 2
Latitude: 39.20779829, Longitude: 117.22765138, Heading: 82.99000000, Status: 2
Latitude: 39.20779813, Longitude: 117.22765145, Heading: 82.99000000, Status: 2
Latitude: 39.20779801, Longitude: 117.22765151, Heading: 82.99000000, Status: 2
Latitude: 39.20779791, Longitude: 117.22765155, Heading: 82.99000000, Status: 2
Latitude: 39.20779746, Longitude: 117.22765176, Heading: 83.00000000, Status: 2
