Latitude: 39.20780414, Longitude: 117.22758633, Heading: -13.40000000, Status: 2
Latitude: 39.20780414, Longitude: 117.22758633, Heading: -13.40000000, Status: 2
Latitude: 39.20780414, Longitude: 117.22758633, Heading: -13.40000000, Status: 2
Latitude: 39.20780414, Longitude: 117.22758633, Heading: -13.40000000, Status: 2
Latitude: 39.20780414, Longitude: 117.22758633, Heading: -13.40000000, Status: 2
Latitude: 39.20780414, Longitude: 117.22758633, Heading: -13.40000000, Status: 2
Latitude: 39.20780414, Longitude: 117.22758633, Heading: -13.40000000, Status: 2
Latitude: 39.20780414, Longitude: 117.22758633, Heading: -13.40000000, Status: 2
Latitude: 39.20780414, Longitude: 117.22758633, Heading: -13.40000000, Status: 2
Latitude: 39.20780414, Longitude: 117.22758633, Heading: -13.40000000, Status: 2
Latitude: 39.20780414, Longitude: 117.22758633, Heading: -13.40000000, Status: 2
Latitude: 39.20780414, Longitude: 117.22758633, Heading: -13.40000000, Status: 2
Latitude: 39.20780414, Longitude: 117.22758633, Heading: -13.40000000, Status: 2
Latitude: 39.20780414, Longitude: 117.22758633, Heading: -13.40000000, Status: 2
Latitude: 39.20780414, Longitude: 117.22758633, Heading: -13.40000000, Status: 2
Latitude: 39.20780414, Longitude: 117.22758633, Heading: -13.40000000, Status: 2
Latitude: 39.20780414, Longitude: 117.22758633, Heading: -13.40000000, Status: 2
Latitude: 39.20780414, Longitude: 117.22758633, Heading: -13.40000000, Status: 2
Latitude: 39.20780414, Longitude: 117.22758633, Heading: -13.40000000, Status: 2
Latitude: 39.20780414, Longitude: 117.22758633, Heading: -13.40000000, Status: 2
Latitude: 39.20780414, Longitude: 117.22758633, Heading: -13.40000000, Status: 2
Latitude: 39.20780414, Longitude: 117.22758633, Heading: -13.40000000, Status: 2
Latitude: 39.20780414, Longitude: 117.22758633, Heading: -13.40000000, Status: 2
Latitude: 39.20780414, Longitude: 117.22758633, Heading: -13.40000000, Status: 2
Latitude: 39.20780414, Longitude: 117.22758633, Heading: -13.40000000, Status: 2
Latitude: 39.20780414, Longitude: 117.22758633, Heading: -13.40000000, Status: 2
Latitude: 39.20780414, Longitude: 117.22758633, Heading: -13.40000000, Status: 2
Latitude: 39.20780414, Longitude: 117.22758633, Heading: -13.40000000, Status: 2
