Latitude: 39.20926397, Longitude: 117.22540289, Heading: 73.67000000, Status: 2
Latitude: 39.20926397, Longitude: 117.22540289, Heading: 73.66000000, Status: 2
Latitude: 39.20926397, Longitude: 117.22540289, Heading: 73.66000000, Status: 2
Latitude: 39.20926397, Longitude: 117.22540289, Heading: 73.66000000, Status: 2
Latitude: 39.20926397, Longitude: 117.22540289, Heading: 73.47000000, Status: 2
Latitude: 39.20926395, Longitude: 117.22540290, Heading: 73.44000000, Status: 2
Latitude: 39.20926394, Longitude: 117.22540291, Heading: 73.44000000, Status: 2
Latitude: 39.20926392, Longitude: 117.22540292, Heading: 73.44000000, Status: 2
Latitude: 39.20926390, Longitude: 117.22540293, Heading: 73.44000000, Status: 2
Latitude: 39.20926388, Longitude: 117.22540294, Heading: 73.44000000, Status: 2
Latitude: 39.20926385, Longitude: 117.22540296, Heading: 73.44000000, Status: 2
Latitude: 39.20926383, Longitude: 117.22540299, Heading: 73.44000000, Status: 2
Latitude: 39.20926382, Longitude: 117.22540303, Heading: 73.44000000, Status: 2
Latitude: 39.20926380, Longitude: 117.22540309, Heading: 73.44000000, Status: 2
Latitude: 39.20926378, Longitude: 117.22540312, Heading: 73.43000000, Status: 2
Latitude: 39.20926375, Longitude: 117.22540311, Heading: 73.44000000, Status: 2
Latitude: 39.20926375, Longitude: 117.22540311, Heading: 73.44000000, Status: 2
Latitude: 39.20926372, Longitude: 117.22540312, Heading: 73.43000000, Status: 2
Latitude: 39.20926370, Longitude: 117.22540312, Heading: 73.44000000, Status: 2
Latitude: 39.20926367, Longitude: 117.22540313, Heading: 73.43000000, Status: 2
Latitude: 39.20926364, Longitude: 117.22540313, Heading: 73.44000000, Status: 2
Latitude: 39.20926362, Longitude: 117.22540313, Heading: 73.44000000, Status: 2
Latitude: 39.20926359, Longitude: 117.22540314, Heading: 73.43000000, Status: 2
Latitude: 39.20926356, Longitude: 117.22540314, Heading: 73.44000000, Status: 2
Latitude: 39.20926354, Longitude: 117.22540315, Heading: 73.44000000, Status: 2
Latitude: 39.20926354, Longitude: 117.22540327, Heading: 73.45000000, Status: 2
Latitude: 39.20926361, Longitude: 117.22540353, Heading: 73.45000000, Status: 2
Latitude: 39.20926368, Longitude: 117.22540394, Heading: 73.44000000, Status: 2
Latitude: 39.20926378, Longitude: 117.22540449, Heading: 73.45000000, Status: 2
Latitude: 39.20926391, Longitude: 117.22540515, Heading: 73.44000000, Status: 2
Latitude: 39.20926405, Longitude: 117.22540588, Heading: 73.43000000, Status: 2
Latitude: 39.20926420, Longitude: 117.22540665, Heading: 73.43000000, Status: 2
Latitude: 39.20926437, Longitude: 117.22540745, Heading: 73.43000000, Status: 2
Latitude: 39.20926453, Longitude: 117.22540828, Heading: 73.44000000, Status: 2
Latitude: 39.20926470, Longitude: 117.22540912, Heading: 73.44000000, Status: 2
Latitude: 39.20926488, Longitude: 117.22540997, Heading: 73.44000000, Status: 2
Latitude: 39.20926508, Longitude: 117.22541081, Heading: 73.45000000, Status: 2
Latitude: 39.20926526, Longitude: 117.22541165, Heading: 73.45000000, Status: 2
Latitude: 39.20926544, Longitude: 117.22541248, Heading: 73.45000000, Status: 2
Latitude: 39.20926562, Longitude: 117.22541331, Heading: 73.45000000, Status: 2
Latitude: 39.20926580, Longitude: 117.22541413, Heading: 73.45000000, Status: 2
Latitude: 39.20926598, Longitude: 117.22541495, Heading: 73.45000000, Status: 2
Latitude: 39.20926616, Longitude: 117.22541577, Heading: 73.45000000, Status: 2
Latitude: 39.20926634, Longitude: 117.22541657, Heading: 73.44000000, Status: 2
Latitude: 39.20926652, Longitude: 117.22541737, Heading: 73.45000000, Status: 2
