Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591589, Heading: -15.41000000, Status: 2
Latitude: 39.20904980, Longitude: 117.22591588, Heading: -15.41000000, Status: 2
Latitude: 39.20904986, Longitude: 117.22591586, Heading: -15.39000000, Status: 2
Latitude: 39.20904990, Longitude: 117.22591585, Heading: -15.39000000, Status: 2
Latitude: 39.20904996, Longitude: 117.22591583, Heading: -15.40000000, Status: 2
Latitude: 39.20905007, Longitude: 117.22591579, Heading: -15.41000000, Status: 2
Latitude: 39.20905025, Longitude: 117.22591573, Heading: -15.39000000, Status: 2
Latitude: 39.20905048, Longitude: 117.22591566, Heading: -15.40000000, Status: 2
Latitude: 39.20905076, Longitude: 117.22591555, Heading: -15.40000000, Status: 2
Latitude: 39.20905107, Longitude: 117.22591543, Heading: -15.40000000, Status: 2
Latitude: 39.20905142, Longitude: 117.22591530, Heading: -15.40000000, Status: 2
Latitude: 39.20905177, Longitude: 117.22591518, Heading: -15.41000000, Status: 2
Latitude: 39.20905213, Longitude: 117.22591506, Heading: -15.41000000, Status: 2
Latitude: 39.20905248, Longitude: 117.22591493, Heading: -15.41000000, Status: 2
Latitude: 39.20905283, Longitude: 117.22591480, Heading: -15.40000000, Status: 2
Latitude: 39.20905316, Longitude: 117.22591469, Heading: -15.41000000, Status: 2
Latitude: 39.20905346, Longitude: 117.22591458, Heading: -15.42000000, Status: 2
Latitude: 39.20905374, Longitude: 117.22591447, Heading: -15.41000000, Status: 2
Latitude: 39.20905400, Longitude: 117.22591438, Heading: -15.41000000, Status: 2
Latitude: 39.20905424, Longitude: 117.22591429, Heading: -15.42000000, Status: 2
Latitude: 39.20905446, Longitude: 117.22591422, Heading: -15.42000000, Status: 2
Latitude: 39.20905466, Longitude: 117.22591414, Heading: -15.42000000, Status: 2
Latitude: 39.20905486, Longitude: 117.22591407, Heading: -15.42000000, Status: 2
Latitude: 39.20905505, Longitude: 117.22591400, Heading: -15.42000000, Status: 2
Latitude: 39.20905523, Longitude: 117.22591393, Heading: -15.42000000, Status: 2
Latitude: 39.20905541, Longitude: 117.22591386, Heading: -15.42000000, Status: 2
Latitude: 39.20905559, Longitude: 117.22591379, Heading: -15.42000000, Status: 2
Latitude: 39.20905576, Longitude: 117.22591373, Heading: -15.42000000, Status: 2
Latitude: 39.20905595, Longitude: 117.22591367, Heading: -15.42000000, Status: 2
Latitude: 39.20905617, Longitude: 117.22591359, Heading: -15.42000000, Status: 2
Latitude: 39.20905642, Longitude: 117.22591351, Heading: -15.43000000, Status: 2
Latitude: 39.20905672, Longitude: 117.22591340, Heading: -15.43000000, Status: 2
Latitude: 39.20905706, Longitude: 117.22591329, Heading: -15.43000000, Status: 2
Latitude: 39.20905745, Longitude: 117.22591315, Heading: -15.43000000, Status: 2
Latitude: 39.20905790, Longitude: 117.22591300, Heading: -15.44000000, Status: 2
Latitude: 39.20905838, Longitude: 117.22591283, Heading: -15.44000000, Status: 2
Latitude: 39.20905891, Longitude: 117.22591265, Heading: -15.43000000, Status: 2
Latitude: 39.20905949, Longitude: 117.22591245, Heading: -15.44000000, Status: 2
Latitude: 39.20906010, Longitude: 117.22591222, Heading: -15.43000000, Status: 2
Latitude: 39.20906075, Longitude: 117.22591199, Heading: -15.43000000, Status: 2
Latitude: 39.20906143, Longitude: 117.22591175, Heading: -15.43000000, Status: 2
Latitude: 39.20906212, Longitude: 117.22591151, Heading: -15.42000000, Status: 2
Latitude: 39.20906284, Longitude: 117.22591126, Heading: -15.43000000, Status: 2
Latitude: 39.20906357, Longitude: 117.22591101, Heading: -15.42000000, Status: 2
Latitude: 39.20906432, Longitude: 117.22591074, Heading: -15.42000000, Status: 2
Latitude: 39.20906508, Longitude: 117.22591047, Heading: -15.43000000, Status: 2
Latitude: 39.20906585, Longitude: 117.22591020, Heading: -15.42000000, Status: 2
Latitude: 39.20906662, Longitude: 117.22590993, Heading: -15.43000000, Status: 2
Latitude: 39.20906738, Longitude: 117.22590966, Heading: -15.43000000, Status: 2
Latitude: 39.20906814, Longitude: 117.22590939, Heading: -15.43000000, Status: 2
Latitude: 39.20906889, Longitude: 117.22590913, Heading: -15.44000000, Status: 2
Latitude: 39.20906963, Longitude: 117.22590887, Heading: -15.43000000, Status: 2
Latitude: 39.20907036, Longitude: 117.22590861, Heading: -15.44000000, Status: 2
Latitude: 39.20907106, Longitude: 117.22590836, Heading: -15.44000000, Status: 2
Latitude: 39.20907174, Longitude: 117.22590811, Heading: -15.44000000, Status: 2
Latitude: 39.20907240, Longitude: 117.22590788, Heading: -15.46000000, Status: 2
Latitude: 39.20907304, Longitude: 117.22590765, Heading: -15.46000000, Status: 2
Latitude: 39.20907366, Longitude: 117.22590742, Heading: -15.46000000, Status: 2
Latitude: 39.20907425, Longitude: 117.22590722, Heading: -15.46000000, Status: 2
Latitude: 39.20907483, Longitude: 117.22590701, Heading: -15.46000000, Status: 2
Latitude: 39.20907538, Longitude: 117.22590682, Heading: -15.46000000, Status: 2
Latitude: 39.20907592, Longitude: 117.22590662, Heading: -15.46000000, Status: 2
Latitude: 39.20907644, Longitude: 117.22590643, Heading: -15.46000000, Status: 2
Latitude: 39.20907694, Longitude: 117.22590625, Heading: -15.47000000, Status: 2
Latitude: 39.20907742, Longitude: 117.22590609, Heading: -15.47000000, Status: 2
Latitude: 39.20907788, Longitude: 117.22590592, Heading: -15.48000000, Status: 2
Latitude: 39.20907833, Longitude: 117.22590576, Heading: -15.48000000, Status: 2
Latitude: 39.20907877, Longitude: 117.22590560, Heading: -15.48000000, Status: 2
Latitude: 39.20907919, Longitude: 117.22590546, Heading: -15.48000000, Status: 2
Latitude: 39.20907959, Longitude: 117.22590532, Heading: -15.49000000, Status: 2
Latitude: 39.20907999, Longitude: 117.22590517, Heading: -15.49000000, Status: 2
Latitude: 39.20908037, Longitude: 117.22590503, Heading: -15.49000000, Status: 2
Latitude: 39.20908075, Longitude: 117.22590489, Heading: -15.50000000, Status: 2
Latitude: 39.20908113, Longitude: 117.22590475, Heading: -15.50000000, Status: 2
Latitude: 39.20908149, Longitude: 117.22590461, Heading: -15.50000000, Status: 2
Latitude: 39.20908186, Longitude: 117.22590447, Heading: -15.50000000, Status: 2
Latitude: 39.20908225, Longitude: 117.22590433, Heading: -15.50000000, Status: 2
Latitude: 39.20908267, Longitude: 117.22590417, Heading: -15.51000000, Status: 2
Latitude: 39.20908311, Longitude: 117.22590403, Heading: -15.51000000, Status: 2
Latitude: 39.20908357, Longitude: 117.22590387, Heading: -15.50000000, Status: 2
Latitude: 39.20908405, Longitude: 117.22590370, Heading: -15.51000000, Status: 2
Latitude: 39.20908455, Longitude: 117.22590353, Heading: -15.51000000, Status: 2
Latitude: 39.20908507, Longitude: 117.22590334, Heading: -15.51000000, Status: 2
Latitude: 39.20908562, Longitude: 117.22590314, Heading: -15.51000000, Status: 2
Latitude: 39.20908618, Longitude: 117.22590294, Heading: -15.52000000, Status: 2
Latitude: 39.20908677, Longitude: 117.22590274, Heading: -15.53000000, Status: 2
Latitude: 39.20908737, Longitude: 117.22590252, Heading: -15.53000000, Status: 2
Latitude: 39.20908798, Longitude: 117.22590231, Heading: -15.53000000, Status: 2
Latitude: 39.20908862, Longitude: 117.22590207, Heading: -15.54000000, Status: 2
Latitude: 39.20908927, Longitude: 117.22590184, Heading: -15.53000000, Status: 2
Latitude: 39.20908994, Longitude: 117.22590161, Heading: -15.54000000, Status: 2
Latitude: 39.20909061, Longitude: 117.22590137, Heading: -15.53000000, Status: 2
Latitude: 39.20909130, Longitude: 117.22590112, Heading: -15.53000000, Status: 2
Latitude: 39.20909200, Longitude: 117.22590088, Heading: -15.54000000, Status: 2
Latitude: 39.20909272, Longitude: 117.22590063, Heading: -15.54000000, Status: 2
Latitude: 39.20909345, Longitude: 117.22590037, Heading: -15.53000000, Status: 2
Latitude: 39.20909418, Longitude: 117.22590010, Heading: -15.53000000, Status: 2
Latitude: 39.20909495, Longitude: 117.22589983, Heading: -15.54000000, Status: 2
Latitude: 39.20909573, Longitude: 117.22589957, Heading: -15.55000000, Status: 2
Latitude: 39.20909653, Longitude: 117.22589929, Heading: -15.56000000, Status: 2
Latitude: 39.20909733, Longitude: 117.22589901, Heading: -15.56000000, Status: 2
Latitude: 39.20909814, Longitude: 117.22589872, Heading: -15.56000000, Status: 2
Latitude: 39.20909896, Longitude: 117.22589843, Heading: -15.55000000, Status: 2
Latitude: 39.20909977, Longitude: 117.22589814, Heading: -15.56000000, Status: 2
Latitude: 39.20910060, Longitude: 117.22589785, Heading: -15.55000000, Status: 2
Latitude: 39.20910144, Longitude: 117.22589755, Heading: -15.55000000, Status: 2
Latitude: 39.20910227, Longitude: 117.22589726, Heading: -15.55000000, Status: 2
Latitude: 39.20910311, Longitude: 117.22589695, Heading: -15.55000000, Status: 2
Latitude: 39.20910394, Longitude: 117.22589665, Heading: -15.55000000, Status: 2
Latitude: 39.20910478, Longitude: 117.22589636, Heading: -15.55000000, Status: 2
Latitude: 39.20910561, Longitude: 117.22589607, Heading: -15.55000000, Status: 2
Latitude: 39.20910643, Longitude: 117.22589578, Heading: -15.56000000, Status: 2
Latitude: 39.20910724, Longitude: 117.22589549, Heading: -15.56000000, Status: 2
Latitude: 39.20910805, Longitude: 117.22589521, Heading: -15.57000000, Status: 2
Latitude: 39.20910884, Longitude: 117.22589493, Heading: -15.57000000, Status: 2
