Latitude: 39.20774284, Longitude: 117.22760624, Heading: -154.16000000, Status: 2
Latitude: 39.20774257, Longitude: 117.22760792, Heading: -154.16000000, Status: 2
Latitude: 39.20774241, Longitude: 117.22760894, Heading: -154.16000000, Status: 2
Latitude: 39.20774230, Longitude: 117.22760962, Heading: -154.16000000, Status: 2
Latitude: 39.20774222, Longitude: 117.22761011, Heading: -154.16000000, Status: 2
Latitude: 39.20774217, Longitude: 117.22761048, Heading: -154.16000000, Status: 2
Latitude: 39.20774212, Longitude: 117.22761076, Heading: -154.16000000, Status: 2
Latitude: 39.20774195, Longitude: 117.22761186, Heading: -154.16000000, Status: 2
Latitude: 39.20774175, Longitude: 117.22761308, Heading: -154.16000000, Status: 2
Latitude: 39.20774198, Longitude: 117.22761481, Heading: -154.16000000, Status: 2
Latitude: 39.20774209, Longitude: 117.22761562, Heading: -154.16000000, Status: 2
Latitude: 39.20774214, Longitude: 117.22761603, Heading: -154.16000000, Status: 2
Latitude: 39.20774217, Longitude: 117.22761628, Heading: -154.16000000, Status: 2
Latitude: 39.20774220, Longitude: 117.22761644, Heading: -154.16000000, Status: 2
Latitude: 39.20774221, Longitude: 117.22761656, Heading: -154.16000000, Status: 2
Latitude: 39.20774222, Longitude: 117.22761665, Heading: -154.16000000, Status: 2
Latitude: 39.20774223, Longitude: 117.22761672, Heading: -154.16000000, Status: 2
Latitude: 39.20774225, Longitude: 117.22761684, Heading: -154.16000000, Status: 2
Latitude: 39.20774231, Longitude: 117.22761728, Heading: -154.15000000, Status: 2
Latitude: 39.20774261, Longitude: 117.22761810, Heading: -154.15000000, Status: 2
Latitude: 39.20774276, Longitude: 117.22761850, Heading: -154.15000000, Status: 2
Latitude: 39.20774284, Longitude: 117.22761871, Heading: -154.15000000, Status: 2
Latitude: 39.20774288, Longitude: 117.22761883, Heading: -154.15000000, Status: 2
Latitude: 39.20774291, Longitude: 117.22761891, Heading: -154.15000000, Status: 2
Latitude: 39.20774293, Longitude: 117.22761897, Heading: -154.15000000, Status: 2
Latitude: 39.20774295, Longitude: 117.22761901, Heading: -154.15000000, Status: 2
Latitude: 39.20774296, Longitude: 117.22761904, Heading: -154.15000000, Status: 2
Latitude: 39.20774305, Longitude: 117.22761928, Heading: -154.15000000, Status: 2
Latitude: 39.20774307, Longitude: 117.22761932, Heading: -154.15000000, Status: 2
Latitude: 39.20774246, Longitude: 117.22761925, Heading: -154.15000000, Status: 2
Latitude: 39.20774220, Longitude: 117.22761921, Heading: -154.15000000, Status: 2
Latitude: 39.20774206, Longitude: 117.22761920, Heading: -154.15000000, Status: 2
Latitude: 39.20774198, Longitude: 117.22761919, Heading: -154.15000000, Status: 2
Latitude: 39.20774192, Longitude: 117.22761918, Heading: -154.15000000, Status: 2
Latitude: 39.20774188, Longitude: 117.22761918, Heading: -154.15000000, Status: 2
Latitude: 39.20774185, Longitude: 117.22761917, Heading: -154.15000000, Status: 2
Latitude: 39.20774183, Longitude: 117.22761917, Heading: -154.15000000, Status: 2
Latitude: 39.20774172, Longitude: 117.22761916, Heading: -154.15000000, Status: 2
Latitude: 39.20774164, Longitude: 117.22761915, Heading: -154.15000000, Status: 2
Latitude: 39.20774127, Longitude: 117.22761882, Heading: -154.15000000, Status: 2
Latitude: 39.20774110, Longitude: 117.22761867, Heading: -154.15000000, Status: 2
Latitude: 39.20774101, Longitude: 117.22761859, Heading: -154.15000000, Status: 2
Latitude: 39.20774096, Longitude: 117.22761854, Heading: -154.15000000, Status: 2
Latitude: 39.20774093, Longitude: 117.22761851, Heading: -154.15000000, Status: 2
Latitude: 39.20774090, Longitude: 117.22761849, Heading: -154.15000000, Status: 2
Latitude: 39.20774088, Longitude: 117.22761847, Heading: -154.15000000, Status: 2
Latitude: 39.20774087, Longitude: 117.22761846, Heading: -154.15000000, Status: 2
Latitude: 39.20774083, Longitude: 117.22761842, Heading: -154.15000000, Status: 2
Latitude: 39.20774075, Longitude: 117.22761836, Heading: -154.15000000, Status: 2
Latitude: 39.20773986, Longitude: 117.22761818, Heading: -154.15000000, Status: 2
Latitude: 39.20773943, Longitude: 117.22761810, Heading: -154.15000000, Status: 2
Latitude: 39.20773921, Longitude: 117.22761806, Heading: -154.15000000, Status: 2
Latitude: 39.20773908, Longitude: 117.22761803, Heading: -154.15000000, Status: 2
Latitude: 39.20773899, Longitude: 117.22761801, Heading: -154.15000000, Status: 2
Latitude: 39.20773893, Longitude: 117.22761800, Heading: -154.15000000, Status: 2
Latitude: 39.20773889, Longitude: 117.22761799, Heading: -154.15000000, Status: 2
Latitude: 39.20773885, Longitude: 117.22761799, Heading: -154.15000000, Status: 2
Latitude: 39.20773856, Longitude: 117.22761793, Heading: -154.15000000, Status: 2
Latitude: 39.20773856, Longitude: 117.22761793, Heading: -154.15000000, Status: 2
Latitude: 39.20773798, Longitude: 117.22761800, Heading: -154.15000000, Status: 2
