Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.46000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.46000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.46000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.46000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.46000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.46000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.46000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.46000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.46000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.46000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.46000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.46000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.46000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.46000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.46000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.46000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.46000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.46000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.46000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.47000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.47000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.47000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.47000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.47000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.47000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.47000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.47000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.47000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.47000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.47000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.47000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.47000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.47000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.47000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.47000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.47000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.47000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.47000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.47000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.47000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.47000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.47000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.47000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.47000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.47000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.47000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.47000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.47000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.47000000, Status: 2
Latitude: 39.20927576, Longitude: 117.22546836, Heading: 74.48000000, Status: 2
Latitude: 39.20927584, Longitude: 117.22546873, Heading: 74.50000000, Status: 2
Latitude: 39.20927592, Longitude: 117.22546920, Heading: 74.48000000, Status: 2
Latitude: 39.20927604, Longitude: 117.22546974, Heading: 74.48000000, Status: 2
Latitude: 39.20927617, Longitude: 117.22547037, Heading: 74.48000000, Status: 2
Latitude: 39.20927631, Longitude: 117.22547105, Heading: 74.47000000, Status: 2
Latitude: 39.20927646, Longitude: 117.22547179, Heading: 74.47000000, Status: 2
Latitude: 39.20927662, Longitude: 117.22547257, Heading: 74.47000000, Status: 2
Latitude: 39.20927679, Longitude: 117.22547337, Heading: 74.47000000, Status: 2
Latitude: 39.20927696, Longitude: 117.22547420, Heading: 74.46000000, Status: 2
Latitude: 39.20927714, Longitude: 117.22547505, Heading: 74.46000000, Status: 2
Latitude: 39.20927732, Longitude: 117.22547592, Heading: 74.46000000, Status: 2
Latitude: 39.20927750, Longitude: 117.22547681, Heading: 74.45000000, Status: 2
Latitude: 39.20927769, Longitude: 117.22547770, Heading: 74.45000000, Status: 2
Latitude: 39.20927788, Longitude: 117.22547860, Heading: 74.45000000, Status: 2
Latitude: 39.20927807, Longitude: 117.22547950, Heading: 74.44000000, Status: 2
Latitude: 39.20927826, Longitude: 117.22548038, Heading: 74.44000000, Status: 2
Latitude: 39.20927844, Longitude: 117.22548126, Heading: 74.44000000, Status: 2
Latitude: 39.20927862, Longitude: 117.22548212, Heading: 74.44000000, Status: 2
Latitude: 39.20927880, Longitude: 117.22548296, Heading: 74.44000000, Status: 2
Latitude: 39.20927898, Longitude: 117.22548379, Heading: 74.44000000, Status: 2
Latitude: 39.20927915, Longitude: 117.22548459, Heading: 74.44000000, Status: 2
Latitude: 39.20927931, Longitude: 117.22548535, Heading: 74.44000000, Status: 2
Latitude: 39.20927946, Longitude: 117.22548609, Heading: 74.44000000, Status: 2
Latitude: 39.20927961, Longitude: 117.22548681, Heading: 74.43000000, Status: 2
Latitude: 39.20927975, Longitude: 117.22548750, Heading: 74.43000000, Status: 2
Latitude: 39.20927989, Longitude: 117.22548817, Heading: 74.44000000, Status: 2
Latitude: 39.20928003, Longitude: 117.22548881, Heading: 74.44000000, Status: 2
Latitude: 39.20928016, Longitude: 117.22548943, Heading: 74.44000000, Status: 2
Latitude: 39.20928028, Longitude: 117.22549002, Heading: 74.44000000, Status: 2
Latitude: 39.20928039, Longitude: 117.22549058, Heading: 74.44000000, Status: 2
Latitude: 39.20928050, Longitude: 117.22549112, Heading: 74.43000000, Status: 2
Latitude: 39.20928062, Longitude: 117.22549163, Heading: 74.45000000, Status: 2
Latitude: 39.20928073, Longitude: 117.22549213, Heading: 74.44000000, Status: 2
Latitude: 39.20928083, Longitude: 117.22549260, Heading: 74.43000000, Status: 2
Latitude: 39.20928093, Longitude: 117.22549306, Heading: 74.45000000, Status: 2
Latitude: 39.20928102, Longitude: 117.22549351, Heading: 74.43000000, Status: 2
Latitude: 39.20928111, Longitude: 117.22549394, Heading: 74.43000000, Status: 2
Latitude: 39.20928120, Longitude: 117.22549436, Heading: 74.43000000, Status: 2
Latitude: 39.20928128, Longitude: 117.22549476, Heading: 74.42000000, Status: 2
Latitude: 39.20928136, Longitude: 117.22549515, Heading: 74.43000000, Status: 2
Latitude: 39.20928144, Longitude: 117.22549552, Heading: 74.42000000, Status: 2
Latitude: 39.20928152, Longitude: 117.22549587, Heading: 74.42000000, Status: 2
Latitude: 39.20928160, Longitude: 117.22549622, Heading: 74.43000000, Status: 2
Latitude: 39.20928167, Longitude: 117.22549654, Heading: 74.42000000, Status: 2
Latitude: 39.20928174, Longitude: 117.22549685, Heading: 74.42000000, Status: 2
Latitude: 39.20928180, Longitude: 117.22549714, Heading: 74.42000000, Status: 2
Latitude: 39.20928186, Longitude: 117.22549740, Heading: 74.42000000, Status: 2
Latitude: 39.20928191, Longitude: 117.22549765, Heading: 74.42000000, Status: 2
Latitude: 39.20928196, Longitude: 117.22549790, Heading: 74.42000000, Status: 2
Latitude: 39.20928202, Longitude: 117.22549815, Heading: 74.42000000, Status: 2
Latitude: 39.20928208, Longitude: 117.22549843, Heading: 74.42000000, Status: 2
Latitude: 39.20928214, Longitude: 117.22549873, Heading: 74.42000000, Status: 2
Latitude: 39.20928221, Longitude: 117.22549907, Heading: 74.43000000, Status: 2
