Latitude: 39.20779420, Longitude: 117.22768597, Heading: -156.74000000, Status: 2
Latitude: 39.20779445, Longitude: 117.22768569, Heading: -156.74000000, Status: 2
Latitude: 39.20779594, Longitude: 117.22768431, Heading: -156.74000000, Status: 2
Latitude: 39.20779680, Longitude: 117.22768351, Heading: -156.74000000, Status: 2
Latitude: 39.20779723, Longitude: 117.22768310, Heading: -156.74000000, Status: 2
Latitude: 39.20779749, Longitude: 117.22768286, Heading: -156.74000000, Status: 2
Latitude: 39.20779767, Longitude: 117.22768269, Heading: -156.74000000, Status: 2
Latitude: 39.20779779, Longitude: 117.22768258, Heading: -156.74000000, Status: 2
Latitude: 39.20779788, Longitude: 117.22768249, Heading: -156.74000000, Status: 2
Latitude: 39.20779796, Longitude: 117.22768242, Heading: -156.74000000, Status: 2
Latitude: 39.20779811, Longitude: 117.22768228, Heading: -156.74000000, Status: 2
Latitude: 39.20779855, Longitude: 117.22768187, Heading: -156.73000000, Status: 2
Latitude: 39.20779901, Longitude: 117.22768227, Heading: -156.74000000, Status: 2
Latitude: 39.20779924, Longitude: 117.22768246, Heading: -156.74000000, Status: 2
Latitude: 39.20779936, Longitude: 117.22768256, Heading: -156.74000000, Status: 2
Latitude: 39.20779942, Longitude: 117.22768262, Heading: -156.74000000, Status: 2
Latitude: 39.20779947, Longitude: 117.22768265, Heading: -156.74000000, Status: 2
Latitude: 39.20779950, Longitude: 117.22768268, Heading: -156.74000000, Status: 2
Latitude: 39.20779953, Longitude: 117.22768270, Heading: -156.74000000, Status: 2
Latitude: 39.20779955, Longitude: 117.22768272, Heading: -156.74000000, Status: 2
Latitude: 39.20779969, Longitude: 117.22768284, Heading: -156.74000000, Status: 2
Latitude: 39.20779970, Longitude: 117.22768285, Heading: -156.74000000, Status: 2
Latitude: 39.20780027, Longitude: 117.22768294, Heading: -156.74000000, Status: 2
Latitude: 39.20780057, Longitude: 117.22768299, Heading: -156.74000000, Status: 2
Latitude: 39.20780072, Longitude: 117.22768301, Heading: -156.73000000, Status: 2
