Latitude: 39.20775104, Longitude: 117.22763189, Heading: -160.23000000, Status: 2
Latitude: 39.20775093, Longitude: 117.22763188, Heading: -160.23000000, Status: 2
Latitude: 39.20775086, Longitude: 117.22763187, Heading: -160.23000000, Status: 2
Latitude: 39.20775080, Longitude: 117.22763187, Heading: -160.23000000, Status: 2
Latitude: 39.20775075, Longitude: 117.22763186, Heading: -160.23000000, Status: 2
Latitude: 39.20775041, Longitude: 117.22763182, Heading: -160.22000000, Status: 2
Latitude: 39.20775039, Longitude: 117.22763182, Heading: -160.22000000, Status: 2
Latitude: 39.20774938, Longitude: 117.22763125, Heading: -160.23000000, Status: 2
Latitude: 39.20774885, Longitude: 117.22763095, Heading: -160.23000000, Status: 2
Latitude: 39.20774857, Longitude: 117.22763080, Heading: -160.23000000, Status: 2
Latitude: 39.20774841, Longitude: 117.22763070, Heading: -160.23000000, Status: 2
Latitude: 39.20774830, Longitude: 117.22763064, Heading: -160.23000000, Status: 2
Latitude: 39.20774822, Longitude: 117.22763060, Heading: -160.23000000, Status: 2
Latitude: 39.20774816, Longitude: 117.22763056, Heading: -160.23000000, Status: 2
Latitude: 39.20774811, Longitude: 117.22763054, Heading: -160.23000000, Status: 2
Latitude: 39.20774784, Longitude: 117.22763038, Heading: -160.22000000, Status: 2
Latitude: 39.20774773, Longitude: 117.22763032, Heading: -160.22000000, Status: 2
Latitude: 39.20774626, Longitude: 117.22763019, Heading: -160.22000000, Status: 2
Latitude: 39.20774559, Longitude: 117.22763013, Heading: -160.22000000, Status: 2
Latitude: 39.20774526, Longitude: 117.22763010, Heading: -160.22000000, Status: 2
Latitude: 39.20774505, Longitude: 117.22763008, Heading: -160.22000000, Status: 2
Latitude: 39.20774491, Longitude: 117.22763007, Heading: -160.22000000, Status: 2
Latitude: 39.20774481, Longitude: 117.22763006, Heading: -160.22000000, Status: 2
Latitude: 39.20774474, Longitude: 117.22763005, Heading: -160.22000000, Status: 2
Latitude: 39.20774468, Longitude: 117.22763005, Heading: -160.22000000, Status: 2
Latitude: 39.20774447, Longitude: 117.22763003, Heading: -160.22000000, Status: 2
Latitude: 39.20774422, Longitude: 117.22763001, Heading: -160.22000000, Status: 2
Latitude: 39.20774114, Longitude: 117.22763016, Heading: -160.22000000, Status: 2
Latitude: 39.20773994, Longitude: 117.22763022, Heading: -160.22000000, Status: 2
Latitude: 39.20773934, Longitude: 117.22763025, Heading: -160.22000000, Status: 2
Latitude: 39.20773897, Longitude: 117.22763027, Heading: -160.22000000, Status: 2
Latitude: 39.20773873, Longitude: 117.22763028, Heading: -160.22000000, Status: 2
