Latitude: 39.20784020, Longitude: 117.22767265, Heading: -158.35000000, Status: 2
Latitude: 39.20784057, Longitude: 117.22767236, Heading: -158.35000000, Status: 2
Latitude: 39.20784075, Longitude: 117.22767222, Heading: -158.35000000, Status: 2
Latitude: 39.20784086, Longitude: 117.22767214, Heading: -158.35000000, Status: 2
Latitude: 39.20784094, Longitude: 117.22767208, Heading: -158.35000000, Status: 2
Latitude: 39.20784099, Longitude: 117.22767204, Heading: -158.35000000, Status: 2
Latitude: 39.20784103, Longitude: 117.22767201, Heading: -158.35000000, Status: 2
Latitude: 39.20784106, Longitude: 117.22767198, Heading: -158.35000000, Status: 2
Latitude: 39.20784112, Longitude: 117.22767194, Heading: -158.35000000, Status: 2
Latitude: 39.20784131, Longitude: 117.22767179, Heading: -158.35000000, Status: 2
Latitude: 39.20784263, Longitude: 117.22767123, Heading: -158.35000000, Status: 2
Latitude: 39.20784327, Longitude: 117.22767095, Heading: -158.35000000, Status: 2
Latitude: 39.20784359, Longitude: 117.22767081, Heading: -158.35000000, Status: 2
Latitude: 39.20784379, Longitude: 117.22767073, Heading: -158.35000000, Status: 2
Latitude: 39.20784391, Longitude: 117.22767068, Heading: -158.35000000, Status: 2
Latitude: 39.20784401, Longitude: 117.22767064, Heading: -158.35000000, Status: 2
Latitude: 39.20784408, Longitude: 117.22767061, Heading: -158.35000000, Status: 2
Latitude: 39.20784413, Longitude: 117.22767058, Heading: -158.35000000, Status: 2
Latitude: 39.20784452, Longitude: 117.22767042, Heading: -158.35000000, Status: 2
Latitude: 39.20784457, Longitude: 117.22767040, Heading: -158.35000000, Status: 2
Latitude: 39.20784418, Longitude: 117.22766983, Heading: -158.35000000, Status: 2
Latitude: 39.20784397, Longitude: 117.22766952, Heading: -158.35000000, Status: 2
Latitude: 39.20784386, Longitude: 117.22766936, Heading: -158.35000000, Status: 2
Latitude: 39.20784380, Longitude: 117.22766927, Heading: -158.35000000, Status: 2
Latitude: 39.20784375, Longitude: 117.22766920, Heading: -158.35000000, Status: 2
Latitude: 39.20784372, Longitude: 117.22766916, Heading: -158.35000000, Status: 2
Latitude: 39.20784370, Longitude: 117.22766912, Heading: -158.35000000, Status: 2
Latitude: 39.20784368, Longitude: 117.22766909, Heading: -158.35000000, Status: 2
Latitude: 39.20784358, Longitude: 117.22766895, Heading: -158.35000000, Status: 2
Latitude: 39.20784353, Longitude: 117.22766888, Heading: -158.35000000, Status: 2
Latitude: 39.20784176, Longitude: 117.22766813, Heading: -158.35000000, Status: 2
Latitude: 39.20784094, Longitude: 117.22766779, Heading: -158.34000000, Status: 2
Latitude: 39.20784053, Longitude: 117.22766762, Heading: -158.34000000, Status: 2
Latitude: 39.20784028, Longitude: 117.22766751, Heading: -158.34000000, Status: 2
Latitude: 39.20784011, Longitude: 117.22766744, Heading: -158.34000000, Status: 2
Latitude: 39.20783999, Longitude: 117.22766739, Heading: -158.34000000, Status: 2
Latitude: 39.20783990, Longitude: 117.22766735, Heading: -158.34000000, Status: 2
Latitude: 39.20783983, Longitude: 117.22766732, Heading: -158.34000000, Status: 2
Latitude: 39.20783961, Longitude: 117.22766723, Heading: -158.35000000, Status: 2
Latitude: 39.20783927, Longitude: 117.22766708, Heading: -158.35000000, Status: 2
Latitude: 39.20783910, Longitude: 117.22766656, Heading: -158.35000000, Status: 2
Latitude: 39.20783902, Longitude: 117.22766631, Heading: -158.34000000, Status: 2
Latitude: 39.20783898, Longitude: 117.22766619, Heading: -158.34000000, Status: 2
Latitude: 39.20783895, Longitude: 117.22766611, Heading: -158.34000000, Status: 2
Latitude: 39.20783894, Longitude: 117.22766606, Heading: -158.34000000, Status: 2
Latitude: 39.20783892, Longitude: 117.22766603, Heading: -158.34000000, Status: 2
Latitude: 39.20783892, Longitude: 117.22766600, Heading: -158.34000000, Status: 2
Latitude: 39.20783891, Longitude: 117.22766598, Heading: -158.34000000, Status: 2
Latitude: 39.20783890, Longitude: 117.22766596, Heading: -158.34000000, Status: 2
Latitude: 39.20783885, Longitude: 117.22766581, Heading: -158.34000000, Status: 2
Latitude: 39.20783820, Longitude: 117.22766485, Heading: -158.34000000, Status: 2
Latitude: 39.20783788, Longitude: 117.22766437, Heading: -158.34000000, Status: 2
Latitude: 39.20783771, Longitude: 117.22766413, Heading: -158.34000000, Status: 2
Latitude: 39.20783762, Longitude: 117.22766399, Heading: -158.34000000, Status: 2
Latitude: 39.20783755, Longitude: 117.22766389, Heading: -158.34000000, Status: 2
Latitude: 39.20783750, Longitude: 117.22766383, Heading: -158.34000000, Status: 2
Latitude: 39.20783747, Longitude: 117.22766377, Heading: -158.34000000, Status: 2
Latitude: 39.20783744, Longitude: 117.22766373, Heading: -158.34000000, Status: 2
Latitude: 39.20783727, Longitude: 117.22766348, Heading: -158.34000000, Status: 2
Latitude: 39.20783723, Longitude: 117.22766342, Heading: -158.34000000, Status: 2
Latitude: 39.20783619, Longitude: 117.22766317, Heading: -158.34000000, Status: 2
Latitude: 39.20783573, Longitude: 117.22766307, Heading: -158.34000000, Status: 2
Latitude: 39.20783549, Longitude: 117.22766301, Heading: -158.34000000, Status: 2
Latitude: 39.20783535, Longitude: 117.22766298, Heading: -158.34000000, Status: 2
Latitude: 39.20783525, Longitude: 117.22766295, Heading: -158.34000000, Status: 2
Latitude: 39.20783518, Longitude: 117.22766294, Heading: -158.34000000, Status: 2
